dup1	dup2	Ka	Ks	Ka_Ks	type	peak	peak_name
Zm00001eb243730	Zm00001eb330850	0.619247	3.34114	0.18534	dTRD	1	ZEAM
Zm00001eb405590	Zm00001eb330850	0.59159	3.72159	0.158962	dTRD	1	ZEAM
Zm00001eb334180	Zm00001eb330910	0.569546	3.65959	0.155631	dTRD	1	ZEAM
Zm00001eb126890	Zm00001eb330910	0.650477	3.69521	0.176032	dTRD	1	ZEAM
Zm00001eb093650	Zm00001eb330910	0.640607	3.63412	0.176276	dTRD	1	ZEAM
Zm00001eb378200	Zm00001eb331070	0.937166	3.92891	0.23853	dTRD	1	ZEAM
Zm00001eb316720	Zm00001eb331170	0.921218	4.24728	0.216896	dTRD	1	ZEAM
Zm00001eb150360	Zm00001eb331170	0.636557	4.28259	0.148638	dTRD	1	ZEAM
Zm00001eb014470	Zm00001eb331390	0.308907	1.77105	0.174421	dTRD	1	ZEAM
Zm00001eb286120	Zm00001eb331540	0.251283	4.69006	0.0535778	dTRD	1	ZEAM
Zm00001eb397240	Zm00001eb331630	0.829085	2.19677	0.377411	dTRD	1	ZEAM
Zm00001eb170330	Zm00001eb331920	0.449383	3.32198	0.135276	dTRD	1	ZEAM
Zm00001eb249280	Zm00001eb332010	1.02913	4.21874	0.243942	dTRD	1	ZEAM
Zm00001eb214670	Zm00001eb332210	0.944615	4.64549	0.20334	dTRD	1	ZEAM
Zm00001eb159100	Zm00001eb332290	0.552796	4.38862	0.125961	dTRD	1	ZEAM
Zm00001eb343950	Zm00001eb332290	0.324836	4.39169	0.073966	dTRD	1	ZEAM
Zm00001eb346860	Zm00001eb332350	0.626752	3.5472	0.17669	rTRD	1	ZEAM
Zm00001eb270450	Zm00001eb332350	0.0838753	0.593175	0.141401	dTRD	1	ZEAM
Zm00001eb272050	Zm00001eb332350	0.616209	3.51882	0.175118	dTRD	1	ZEAM
Zm00001eb227080	Zm00001eb332500	0.0815778	0.512091	0.159303	dTRD	1	ZEAM
Zm00001eb066260	Zm00001eb332640	0.554697	3.93156	0.141088	dTRD	1	ZEAM
Zm00001eb015420	Zm00001eb332770	0.257963	3.19176	0.0808216	dTRD	1	ZEAM
Zm00001eb287890	Zm00001eb333010	0.674225	1.80047	0.374473	dTRD	1	ZEAM
Zm00001eb142230	Zm00001eb333480	0.177689	1.67358	0.106173	dTRD	1	ZEAM
Zm00001eb016580	Zm00001eb333490	0.486065	3.00126	0.161953	dTRD	1	ZEAM
Zm00001eb147890	Zm00001eb333860	0.367336	3.07305	0.119535	dTRD	1	ZEAM
Zm00001eb145100	Zm00001eb333970	0.278101	3.92741	0.0708101	dTRD	1	ZEAM
Zm00001eb311160	Zm00001eb334090	0.944568	3.48212	0.271263	rTRD	1	ZEAM
Zm00001eb359150	Zm00001eb334440	0.665719	3.89429	0.170948	dTRD	1	ZEAM
Zm00001eb113580	Zm00001eb334830	0.785423	3.32834	0.23598	dTRD	1	ZEAM
Zm00001eb014760	Zm00001eb334900	0.889841	2.68565	0.331331	dTRD	1	ZEAM
Zm00001eb294780	Zm00001eb335300	0.528034	3.1805	0.166022	dTRD	1	ZEAM
Zm00001eb311910	Zm00001eb335350	0.609992	2.64143	0.230933	dTRD	1	ZEAM
Zm00001eb294910	Zm00001eb335470	0.866678	4.36155	0.198709	dTRD	1	ZEAM
Zm00001eb124920	Zm00001eb335470	0.335703	1.19075	0.281925	dTRD	1	ZEAM
Zm00001eb066260	Zm00001eb335690	0.659964	3.84702	0.171552	dTRD	1	ZEAM
Zm00001eb288730	Zm00001eb335690	0.41013	3.46967	0.118204	dTRD	1	ZEAM
Zm00001eb117240	Zm00001eb336030	0.400633	3.75889	0.106583	rTRD	1	ZEAM
Zm00001eb117240	Zm00001eb336040	0.307863	3.80755	0.0808558	rTRD	1	ZEAM
Zm00001eb300590	Zm00001eb336040	0.371686	3.7068	0.100271	dTRD	1	ZEAM
Zm00001eb257750	Zm00001eb336090	0.434711	4.04647	0.10743	dTRD	1	ZEAM
Zm00001eb168520	Zm00001eb336090	0.684699	4.2362	0.16163	dTRD	1	ZEAM
Zm00001eb290290	Zm00001eb336270	0.940942	3.88032	0.242491	dTRD	1	ZEAM
Zm00001eb142210	Zm00001eb336470	0.711972	4.15927	0.171177	dTRD	1	ZEAM
Zm00001eb386300	Zm00001eb336760	0.174058	4.49662	0.0387086	dTRD	1	ZEAM
Zm00001eb257640	Zm00001eb337110	1.02169	4.00268	0.255252	dTRD	1	ZEAM
Zm00001eb231880	Zm00001eb337150	0.595233	2.04018	0.291755	dTRD	1	ZEAM
Zm00001eb060610	Zm00001eb337150	0.376022	3.7257	0.100927	dTRD	1	ZEAM
Zm00001eb161110	Zm00001eb337150	0.37036	0.966421	0.383228	dTRD	1	ZEAM
Zm00001eb293530	Zm00001eb337520	0.253412	4.34339	0.0583443	dTRD	1	ZEAM
Zm00001eb153830	Zm00001eb337520	0.275421	3.23091	0.0852458	dTRD	1	ZEAM
Zm00001eb220610	Zm00001eb337560	0.312862	0.547557	0.571379	dTRD	1	ZEAM
Zm00001eb122140	Zm00001eb337590	0.30579	1.48827	0.205467	dTRD	1	ZEAM
Zm00001eb047750	Zm00001eb337700	0.714563	3.92202	0.182193	dTRD	1	ZEAM
Zm00001eb160120	Zm00001eb337700	0.541411	3.89954	0.13884	dTRD	1	ZEAM
Zm00001eb357220	Zm00001eb337700	0.548019	3.8239	0.143314	dTRD	1	ZEAM
Zm00001eb384670	Zm00001eb337950	0.66858	3.34225	0.200039	dTRD	1	ZEAM
Zm00001eb353450	Zm00001eb337990	0.923534	4.31869	0.213846	dTRD	1	ZEAM
Zm00001eb293750	Zm00001eb337990	0.874417	4.10126	0.213207	dTRD	1	ZEAM
Zm00001eb260560	Zm00001eb338010	0.646703	4.59605	0.140708	dTRD	1	ZEAM
Zm00001eb330590	Zm00001eb338230	0.48246	3.88004	0.124344	dTRD	1	ZEAM
Zm00001eb111510	Zm00001eb338230	0.523708	3.89491	0.13446	dTRD	1	ZEAM
Zm00001eb007820	Zm00001eb338430	0.139951	0.265647	0.526831	dTRD	1	ZEAM
Zm00001eb162110	Zm00001eb338590	0.559114	3.24264	0.172426	dTRD	1	ZEAM
Zm00001eb194170	Zm00001eb338590	0.786998	4.3745	0.179906	dTRD	1	ZEAM
Zm00001eb072790	Zm00001eb338840	0.3046	0.243594	1.25044	dTRD	1	ZEAM
Zm00001eb295480	Zm00001eb339310	0.898618	1.87995	0.478001	dTRD	1	ZEAM
Zm00001eb357220	Zm00001eb339510	0.596435	3.91297	0.152425	dTRD	1	ZEAM
Zm00001eb047750	Zm00001eb339510	0.75808	3.97588	0.19067	dTRD	1	ZEAM
Zm00001eb142060	Zm00001eb339510	0.732112	4.07254	0.179768	dTRD	1	ZEAM
Zm00001eb160120	Zm00001eb339510	0.599837	3.91931	0.153047	dTRD	1	ZEAM
Zm00001eb131090	Zm00001eb339720	0.73642	3.87081	0.19025	dTRD	1	ZEAM
Zm00001eb429830	Zm00001eb339810	0.872967	3.75201	0.232667	rTRD	1	ZEAM
Zm00001eb074810	Zm00001eb339810	0.811031	3.78164	0.214465	rTRD	1	ZEAM
Zm00001eb252650	Zm00001eb339980	0.108091	0.140156	0.771219	dTRD	1	ZEAM
Zm00001eb252090	Zm00001eb340280	0.775697	3.39822	0.228266	dTRD	1	ZEAM
Zm00001eb168620	Zm00001eb340440	0.842852	3.89681	0.216293	dTRD	1	ZEAM
Zm00001eb078720	Zm00001eb340820	0.332428	3.30294	0.100646	dTRD	1	ZEAM
Zm00001eb016580	Zm00001eb341250	0.551056	3.01786	0.182599	dTRD	1	ZEAM
Zm00001eb397300	Zm00001eb341480	0.853379	1.54937	0.550791	dTRD	1	ZEAM
Zm00001eb257290	Zm00001eb341580	0.509597	3.26887	0.155894	dTRD	1	ZEAM
Zm00001eb226450	Zm00001eb341630	0.151872	3.36467	0.0451374	rTRD	1	ZEAM
Zm00001eb152480	Zm00001eb342300	0.635762	2.90313	0.218992	dTRD	1	ZEAM
Zm00001eb237570	Zm00001eb342300	0.537343	2.87306	0.187028	dTRD	1	ZEAM
Zm00001eb129490	Zm00001eb342580	0.55914	3.67717	0.152057	dTRD	1	ZEAM
Zm00001eb129790	Zm00001eb342670	0.369542	5.18876	0.0712198	dTRD	1	ZEAM
Zm00001eb332210	Zm00001eb342670	0.368327	5.19759	0.0708649	dTRD	1	ZEAM
Zm00001eb233500	Zm00001eb342730	0.419631	4.47426	0.0937878	dTRD	1	ZEAM
Zm00001eb375200	Zm00001eb342730	0.543914	4.48363	0.121311	dTRD	1	ZEAM
Zm00001eb084750	Zm00001eb342840	0.114429	3.40485	0.0336075	dTRD	1	ZEAM
Zm00001eb013020	Zm00001eb342870	0.765926	3.01876	0.253722	rTRD	1	ZEAM
Zm00001eb335470	Zm00001eb342890	0.801261	4.24741	0.188647	dTRD	1	ZEAM
Zm00001eb078640	Zm00001eb343220	0.569447	3.55737	0.160075	dTRD	1	ZEAM
Zm00001eb153650	Zm00001eb343850	0.405608	3.84994	0.105355	dTRD	1	ZEAM
Zm00001eb129690	Zm00001eb343960	1.01733	4.25584	0.239044	dTRD	1	ZEAM
Zm00001eb131090	Zm00001eb344530	1.01154	4.16275	0.242998	dTRD	1	ZEAM
Zm00001eb312620	Zm00001eb344600	0.841905	3.43538	0.245069	rTRD	1	ZEAM
Zm00001eb025190	Zm00001eb345510	0.308298	4.72938	0.0651878	dTRD	1	ZEAM
Zm00001eb045670	Zm00001eb345900	0.850166	4.09829	0.207444	dTRD	1	ZEAM
Zm00001eb013820	Zm00001eb345980	0.250522	2.9829	0.0839861	dTRD	1	ZEAM
Zm00001eb301330	Zm00001eb346020	0.100254	0.287135	0.349153	dTRD	1	ZEAM
Zm00001eb421720	Zm00001eb346140	0.790291	1.99465	0.396206	dTRD	1	ZEAM
Zm00001eb397300	Zm00001eb346430	0.834444	1.51844	0.549542	dTRD	1	ZEAM
Zm00001eb012900	Zm00001eb346430	0.716202	1.34461	0.532647	dTRD	1	ZEAM
Zm00001eb395020	Zm00001eb346450	0.721406	3.36435	0.214427	dTRD	1	ZEAM
Zm00001eb107090	Zm00001eb346570	0.578746	3.63708	0.159124	rTRD	1	ZEAM
Zm00001eb012580	Zm00001eb346580	0.418274	4.02702	0.103867	dTRD	1	ZEAM
Zm00001eb306010	Zm00001eb346830	0.369963	2.82507	0.130957	dTRD	1	ZEAM
Zm00001eb317090	Zm00001eb346860	0.872622	3.55559	0.245422	dTRD	1	ZEAM
Zm00001eb349920	Zm00001eb346870	0.294948	0.771776	0.382167	dTRD	1	ZEAM
Zm00001eb349930	Zm00001eb346870	0.29988	0.698173	0.429521	dTRD	1	ZEAM
Zm00001eb178180	Zm00001eb346870	0.681555	2.66124	0.256104	dTRD	1	ZEAM
Zm00001eb178190	Zm00001eb346870	0.989165	2.77361	0.356635	dTRD	1	ZEAM
Zm00001eb231880	Zm00001eb346980	0.503688	3.85369	0.130703	dTRD	1	ZEAM
Zm00001eb417450	Zm00001eb347020	0.443926	3.80028	0.116814	dTRD	1	ZEAM
Zm00001eb140690	Zm00001eb347100	0.427807	3.45475	0.123831	dTRD	1	ZEAM
Zm00001eb287540	Zm00001eb347400	0.897409	4.19016	0.21417	dTRD	1	ZEAM
Zm00001eb149000	Zm00001eb347490	0.630126	3.92144	0.160687	dTRD	1	ZEAM
Zm00001eb118870	Zm00001eb347570	0.175846	2.20099	0.0798941	dTRD	1	ZEAM
Zm00001eb058720	Zm00001eb347640	0.532021	3.44763	0.154315	dTRD	1	ZEAM
Zm00001eb290330	Zm00001eb347660	0.597077	4.01273	0.148796	dTRD	1	ZEAM
Zm00001eb367740	Zm00001eb347680	0.126437	1.32644	0.0953207	dTRD	1	ZEAM
Zm00001eb251920	Zm00001eb347730	0.851369	4.2535	0.200157	dTRD	1	ZEAM
Zm00001eb227090	Zm00001eb347750	0.192668	1.28986	0.149371	dTRD	1	ZEAM
Zm00001eb367150	Zm00001eb347800	0.60613	3.03596	0.19965	dTRD	1	ZEAM
Zm00001eb147550	Zm00001eb347840	0.201043	3.78516	0.0531133	dTRD	1	ZEAM
Zm00001eb314260	Zm00001eb348110	0.780622	4.46627	0.174782	dTRD	1	ZEAM
Zm00001eb386520	Zm00001eb348300	0.525696	4.13314	0.12719	dTRD	1	ZEAM
Zm00001eb252030	Zm00001eb348520	0.125079	3.49125	0.0358265	dTRD	1	ZEAM
Zm00001eb011940	Zm00001eb348530	0.631202	3.89362	0.162112	dTRD	1	ZEAM
Zm00001eb009660	Zm00001eb348580	0.384686	3.95359	0.0973005	dTRD	1	ZEAM
Zm00001eb317060	Zm00001eb349010	0.967169	4.32042	0.22386	dTRD	1	ZEAM
Zm00001eb253110	Zm00001eb349050	0.411076	3.85862	0.106534	dTRD	1	ZEAM
Zm00001eb145340	Zm00001eb349120	0.597188	3.97877	0.150093	dTRD	1	ZEAM
Zm00001eb145370	Zm00001eb349140	0.110535	1.33108	0.0830416	dTRD	1	ZEAM
Zm00001eb244180	Zm00001eb349140	0.186183	3.72598	0.0499688	dTRD	1	ZEAM
Zm00001eb065900	Zm00001eb349230	0.70399	4.27935	0.164509	dTRD	1	ZEAM
Zm00001eb329070	Zm00001eb349390	0.795893	2.74818	0.289607	dTRD	1	ZEAM
Zm00001eb288080	Zm00001eb349450	0.143754	0.819205	0.17548	rTRD	1	ZEAM
Zm00001eb322600	Zm00001eb349790	0.131529	1.36906	0.0960724	rTRD	1	ZEAM
Zm00001eb287550	Zm00001eb349930	0.119625	0.145858	0.820145	dTRD	1	ZEAM
Zm00001eb121470	Zm00001eb349990	0.185735	4.39137	0.0422955	dTRD	1	ZEAM
Zm00001eb330770	Zm00001eb350080	0.758138	3.45603	0.219367	dTRD	1	ZEAM
Zm00001eb015870	Zm00001eb350080	0.497624	3.44103	0.144615	dTRD	1	ZEAM
Zm00001eb330630	Zm00001eb350230	0.772406	3.44665	0.224104	dTRD	1	ZEAM
Zm00001eb290350	Zm00001eb350280	1.02801	3.9227	0.262067	dTRD	1	ZEAM
Zm00001eb149300	Zm00001eb350280	0.859759	3.9768	0.216194	dTRD	1	ZEAM
Zm00001eb013850	Zm00001eb350290	0.36166	1.06903	0.338306	dTRD	1	ZEAM
Zm00001eb059240	Zm00001eb350460	0.566422	4.50939	0.125609	dTRD	1	ZEAM
Zm00001eb249230	Zm00001eb350800	1.02902	3.95049	0.260478	rTRD	1	ZEAM
Zm00001eb023740	Zm00001eb350800	1.05211	4.05007	0.259776	rTRD	1	ZEAM
Zm00001eb241950	Zm00001eb351010	0.530365	4.41275	0.120189	dTRD	1	ZEAM
Zm00001eb002470	Zm00001eb351010	1.05216	4.21054	0.249887	dTRD	1	ZEAM
Zm00001eb055720	Zm00001eb351090	0.64457	3.89448	0.165508	dTRD	1	ZEAM
Zm00001eb194240	Zm00001eb351090	0.580868	3.87919	0.149739	dTRD	1	ZEAM
Zm00001eb077060	Zm00001eb351160	0.546638	2.98739	0.182982	dTRD	1	ZEAM
Zm00001eb218540	Zm00001eb351170	1.04289	3.66784	0.284333	dTRD	1	ZEAM
Zm00001eb295820	Zm00001eb351370	0.692603	0.559041	1.23891	dTRD	1	ZEAM
Zm00001eb147890	Zm00001eb351540	0.395996	3.08098	0.128529	dTRD	1	ZEAM
Zm00001eb013000	Zm00001eb351610	1.02247	1.95029	0.524266	dTRD	1	ZEAM
Zm00001eb397250	Zm00001eb351610	1.03544	1.62426	0.637485	dTRD	1	ZEAM
Zm00001eb056790	Zm00001eb351940	0.951583	3.5474	0.268248	rTRD	1	ZEAM
Zm00001eb142210	Zm00001eb352300	0.22639	0.468283	0.483446	dTRD	1	ZEAM
Zm00001eb056900	Zm00001eb352350	0.184947	3.24077	0.0570687	dTRD	1	ZEAM
Zm00001eb113360	Zm00001eb352750	0.503747	4.06493	0.123925	dTRD	1	ZEAM
Zm00001eb324430	Zm00001eb352800	0.26442	2.2168	0.11928	dTRD	1	ZEAM
Zm00001eb107010	Zm00001eb352800	0.195487	2.10213	0.0929948	dTRD	1	ZEAM
Zm00001eb031300	Zm00001eb352860	1.03843	1.85497	0.559806	dTRD	1	ZEAM
Zm00001eb056110	Zm00001eb352970	0.416366	3.13309	0.132893	dTRD	1	ZEAM
Zm00001eb125420	Zm00001eb353210	0.752411	3.60873	0.208497	rTRD	1	ZEAM
Zm00001eb060230	Zm00001eb353470	1.01232	3.84118	0.263543	dTRD	1	ZEAM
Zm00001eb120580	Zm00001eb353490	0.485185	3.14037	0.1545	rTRD	1	ZEAM
Zm00001eb277550	Zm00001eb353510	0.918113	4.84177	0.189623	dTRD	1	ZEAM
Zm00001eb121400	Zm00001eb353560	0.411795	1.96578	0.209481	dTRD	1	ZEAM
Zm00001eb237590	Zm00001eb353680	0.305007	1.63696	0.186325	dTRD	1	ZEAM
Zm00001eb134690	Zm00001eb354380	0.554856	5.48032	0.101245	dTRD	1	ZEAM
Zm00001eb050340	Zm00001eb354380	0.488588	4.02569	0.121367	dTRD	1	ZEAM
Zm00001eb218630	Zm00001eb354380	0.470004	2.85375	0.164697	dTRD	1	ZEAM
Zm00001eb031970	Zm00001eb354380	0.564051	4.89322	0.115272	dTRD	1	ZEAM
Zm00001eb317090	Zm00001eb354540	0.623854	3.45684	0.180469	rTRD	1	ZEAM
Zm00001eb012910	Zm00001eb354650	0.825444	3.56465	0.231564	dTRD	1	ZEAM
Zm00001eb397280	Zm00001eb354650	0.92578	3.62292	0.255534	dTRD	1	ZEAM
Zm00001eb013020	Zm00001eb355270	0.611631	3.40858	0.179439	rTRD	1	ZEAM
Zm00001eb367200	Zm00001eb355310	0.620694	3.09372	0.20063	dTRD	1	ZEAM
Zm00001eb375530	Zm00001eb355640	0.116164	0.0596616	1.94705	dTRD	1	ZEAM
Zm00001eb251900	Zm00001eb355750	0.519281	4.24261	0.122397	dTRD	1	ZEAM
Zm00001eb012350	Zm00001eb355760	0.738583	4.03918	0.182855	dTRD	1	ZEAM
Zm00001eb402260	Zm00001eb355810	0.331036	4.22982	0.0782625	dTRD	1	ZEAM
Zm00001eb191290	Zm00001eb355970	0.953526	4.72137	0.20196	dTRD	1	ZEAM
Zm00001eb058750	Zm00001eb356400	0.555801	1.15405	0.481609	dTRD	1	ZEAM
Zm00001eb320690	Zm00001eb356560	0.341688	2.64689	0.12909	dTRD	1	ZEAM
Zm00001eb245560	Zm00001eb356710	0.565296	2.80741	0.201358	dTRD	1	ZEAM
Zm00001eb267410	Zm00001eb356710	0.153336	3.84316	0.0398983	dTRD	1	ZEAM
Zm00001eb183370	Zm00001eb356710	0.553735	1.73636	0.318905	dTRD	1	ZEAM
Zm00001eb082060	Zm00001eb356710	0.182037	3.6915	0.0493126	dTRD	1	ZEAM
Zm00001eb186320	Zm00001eb356710	0.179126	3.22468	0.0555484	dTRD	1	ZEAM
Zm00001eb345400	Zm00001eb356840	0.416055	4.13867	0.100529	dTRD	1	ZEAM
Zm00001eb248720	Zm00001eb356840	0.354782	4.37338	0.081123	dTRD	1	ZEAM
Zm00001eb266430	Zm00001eb356920	0.78473	3.0397	0.25816	rTRD	1	ZEAM
Zm00001eb355660	Zm00001eb356920	0.785115	3.06843	0.255868	rTRD	1	ZEAM
Zm00001eb203040	Zm00001eb357000	0.400576	0.964211	0.415444	dTRD	1	ZEAM
Zm00001eb239920	Zm00001eb357000	1.02025	4.16639	0.244875	dTRD	1	ZEAM
Zm00001eb205090	Zm00001eb357000	0.881619	4.23593	0.208129	dTRD	1	ZEAM
Zm00001eb240940	Zm00001eb357000	0.398291	1.14129	0.348985	dTRD	1	ZEAM
Zm00001eb031250	Zm00001eb357140	0.312846	4.75291	0.065822	dTRD	1	ZEAM
Zm00001eb135700	Zm00001eb357140	0.307323	4.75695	0.0646051	dTRD	1	ZEAM
Zm00001eb200500	Zm00001eb357140	0.364885	4.74435	0.0769094	dTRD	1	ZEAM
Zm00001eb121010	Zm00001eb357220	0.570206	3.87688	0.147079	dTRD	1	ZEAM
Zm00001eb297640	Zm00001eb357260	0.808345	4.13511	0.195483	dTRD	1	ZEAM
Zm00001eb397910	Zm00001eb357260	0.938834	2.28347	0.411143	dTRD	1	ZEAM
Zm00001eb173770	Zm00001eb357260	0.748218	3.21517	0.232715	dTRD	1	ZEAM
Zm00001eb297400	Zm00001eb357450	0.146549	2.09615	0.0699132	dTRD	1	ZEAM
Zm00001eb016630	Zm00001eb357450	0.274376	3.74573	0.0732502	dTRD	1	ZEAM
Zm00001eb218710	Zm00001eb357490	0.38407	2.92058	0.131505	dTRD	1	ZEAM
Zm00001eb366390	Zm00001eb357660	0.804616	4.36571	0.184304	dTRD	1	ZEAM
Zm00001eb145970	Zm00001eb357660	0.817072	4.39123	0.186069	dTRD	1	ZEAM
Zm00001eb311540	Zm00001eb357920	0.835843	4.2593	0.19624	dTRD	1	ZEAM
Zm00001eb119890	Zm00001eb358210	0.520181	4.6191	0.112615	dTRD	1	ZEAM
Zm00001eb194170	Zm00001eb358210	0.970071	4.40618	0.220161	dTRD	1	ZEAM
Zm00001eb195640	Zm00001eb358220	0.287972	3.73372	0.0771273	dTRD	1	ZEAM
Zm00001eb321740	Zm00001eb358220	0.478094	2.93507	0.16289	dTRD	1	ZEAM
Zm00001eb073420	Zm00001eb358580	0.66665	4.08296	0.163276	dTRD	1	ZEAM
Zm00001eb281590	Zm00001eb359150	0.537491	4.56116	0.117841	dTRD	1	ZEAM
Zm00001eb278210	Zm00001eb359150	0.989461	2.56206	0.386197	dTRD	1	ZEAM
Zm00001eb101050	Zm00001eb359190	0.919221	3.78277	0.243002	dTRD	1	ZEAM
Zm00001eb315340	Zm00001eb359190	0.83911	3.81967	0.219681	dTRD	1	ZEAM
Zm00001eb158810	Zm00001eb359190	0.08136	1.08729	0.074828	dTRD	1	ZEAM
Zm00001eb260580	Zm00001eb359390	0.0877378	0.915635	0.0958218	dTRD	1	ZEAM
Zm00001eb345560	Zm00001eb360360	1.02584	3.95069	0.259662	rTRD	1	ZEAM
Zm00001eb124900	Zm00001eb360620	0.811657	4.20923	0.192828	dTRD	1	ZEAM
Zm00001eb362840	Zm00001eb360990	0.793968	4.91906	0.161406	dTRD	1	ZEAM
Zm00001eb140790	Zm00001eb360990	0.788305	4.90504	0.160713	dTRD	1	ZEAM
Zm00001eb226030	Zm00001eb361170	0.491245	3.94507	0.124521	dTRD	1	ZEAM
Zm00001eb218710	Zm00001eb361200	0.7836	3.96956	0.197402	dTRD	1	ZEAM
Zm00001eb297290	Zm00001eb361220	0.121907	1.91583	0.0636317	dTRD	1	ZEAM
Zm00001eb345380	Zm00001eb361220	0.128326	1.99554	0.0643063	dTRD	1	ZEAM
Zm00001eb075820	Zm00001eb361220	0.169811	3.298	0.0514893	dTRD	1	ZEAM
Zm00001eb239690	Zm00001eb361230	0.405148	2.10775	0.192219	dTRD	1	ZEAM
Zm00001eb004710	Zm00001eb362000	0.50322	4.2471	0.118486	dTRD	1	ZEAM
Zm00001eb359210	Zm00001eb362190	0.962365	2.09484	0.459397	dTRD	1	ZEAM
Zm00001eb397730	Zm00001eb362210	0.341358	3.78655	0.0901501	dTRD	1	ZEAM
Zm00001eb288080	Zm00001eb362240	0.565548	3.40183	0.166248	dTRD	1	ZEAM
Zm00001eb121370	Zm00001eb362360	0.513647	4.46418	0.11506	dTRD	1	ZEAM
Zm00001eb293540	Zm00001eb362360	0.444265	4.44662	0.0999107	dTRD	1	ZEAM
Zm00001eb082850	Zm00001eb362490	0.0734554	1.94406	0.0377845	dTRD	1	ZEAM
Zm00001eb295470	Zm00001eb362610	0.689312	4.47084	0.154179	dTRD	1	ZEAM
Zm00001eb243630	Zm00001eb362730	0.153181	0.658836	0.232502	dTRD	1	ZEAM
Zm00001eb412180	Zm00001eb362730	1.04738	2.64514	0.395963	rTRD	1	ZEAM
Zm00001eb182130	Zm00001eb362820	0.630417	3.3145	0.190199	dTRD	1	ZEAM
Zm00001eb405030	Zm00001eb362820	0.343902	3.44367	0.0998649	dTRD	1	ZEAM
Zm00001eb306330	Zm00001eb362820	0.401047	3.01747	0.132908	dTRD	1	ZEAM
Zm00001eb187440	Zm00001eb362840	0.938295	4.92582	0.190485	dTRD	1	ZEAM
Zm00001eb197900	Zm00001eb362850	0.649948	3.51439	0.184939	rTRD	1	ZEAM
Zm00001eb058750	Zm00001eb363000	0.70909199999999994	1.98341	0.357511	dTRD	1	ZEAM
Zm00001eb076990	Zm00001eb363220	0.606495	4.29857	0.141092	dTRD	1	ZEAM
Zm00001eb040280	Zm00001eb363220	0.749957	4.24005	0.176874	dTRD	1	ZEAM
Zm00001eb421720	Zm00001eb363610	0.784225	4.29822	0.182453	dTRD	1	ZEAM
Zm00001eb182260	Zm00001eb363810	0.465543	4.4261	0.105181	dTRD	1	ZEAM
Zm00001eb408800	Zm00001eb363810	0.668655	2.45927	0.271891	dTRD	1	ZEAM
Zm00001eb082150	Zm00001eb363810	0.838073	4.52823	0.185077	dTRD	1	ZEAM
Zm00001eb133000	Zm00001eb363810	0.689364	4.70521	0.146511	dTRD	1	ZEAM
Zm00001eb120110	Zm00001eb363860	0.766905	4.60779	0.166437	dTRD	1	ZEAM
Zm00001eb123900	Zm00001eb363890	1.0338	1.81351	0.570054	dTRD	1	ZEAM
Zm00001eb129020	Zm00001eb363950	0.54975	4.12121	0.133395	dTRD	1	ZEAM
Zm00001eb175470	Zm00001eb363950	0.237346	2.24145	0.105889	dTRD	1	ZEAM
Zm00001eb261860	Zm00001eb363950	0.849695	0.629766	1.34922	dTRD	1	ZEAM
Zm00001eb187100	Zm00001eb363960	0.32502	1.20506	0.269713	dTRD	1	ZEAM
Zm00001eb249250	Zm00001eb363960	1.03568	3.64046	0.284492	dTRD	1	ZEAM
Zm00001eb223500	Zm00001eb364060	0.313495	2.78727	0.112474	dTRD	1	ZEAM
Zm00001eb146710	Zm00001eb364060	0.331792	5.79594	0.0572456	dTRD	1	ZEAM
Zm00001eb126880	Zm00001eb364060	0.707308	3.88403	0.182106	dTRD	1	ZEAM
Zm00001eb366700	Zm00001eb364060	0.343924	3.81735	0.090095	dTRD	1	ZEAM
Zm00001eb376590	Zm00001eb364060	0.907487	3.91438	0.231834	dTRD	1	ZEAM
Zm00001eb103060	Zm00001eb364110	0.952812	3.74377	0.254506	rTRD	1	ZEAM
Zm00001eb427020	Zm00001eb364110	0.66227	3.4938	0.189556	rTRD	1	ZEAM
Zm00001eb224010	Zm00001eb364280	0.823328	4.49522	0.183156	dTRD	1	ZEAM
Zm00001eb253970	Zm00001eb364280	0.972586	2.09359	0.464554	dTRD	1	ZEAM
Zm00001eb021960	Zm00001eb364280	0.911978	3.66869	0.248584	dTRD	1	ZEAM
Zm00001eb091750	Zm00001eb364290	0.438413	2.34851	0.186677	dTRD	1	ZEAM
Zm00001eb169430	Zm00001eb364290	0.438401	4.45662	0.0983707	dTRD	1	ZEAM
Zm00001eb102460	Zm00001eb364310	0.81538	1.91413	0.42598	dTRD	1	ZEAM
Zm00001eb141250	Zm00001eb364310	0.897417	3.0717	0.292156	rTRD	1	ZEAM
Zm00001eb143220	Zm00001eb364430	0.104	1.32431	0.078531	rTRD	1	ZEAM
Zm00001eb387040	Zm00001eb364620	0.612892	4.91475	0.124705	dTRD	1	ZEAM
Zm00001eb434030	Zm00001eb365520	0.166287	0.632827	0.262768	dTRD	1	ZEAM
Zm00001eb025180	Zm00001eb365590	0.598655	2.06161	0.290382	dTRD	1	ZEAM
Zm00001eb014760	Zm00001eb365660	0.86415	3.44725	0.250678	dTRD	1	ZEAM
Zm00001eb078560	Zm00001eb365730	0.372922	2.88501	0.129262	dTRD	1	ZEAM
Zm00001eb292280	Zm00001eb365730	0.131817	3.10323	0.0424773	dTRD	1	ZEAM
