gene	type
Zm00001eb317060	dTRD
Zm00001eb190960	dTRD
Zm00001eb047780	dTRD
Zm00001eb007780	dTRD
Zm00001eb252110	dTRD
Zm00001eb082070	dTRD
Zm00001eb170330	dTRD
Zm00001eb188060	dTRD
Zm00001eb100250	dTRD
Zm00001eb282440	dTRD
Zm00001eb434030	dTRD
Zm00001eb317040	dTRD
Zm00001eb289880	dTRD
Zm00001eb375130	dTRD
Zm00001eb073730	dTRD
Zm00001eb126670	dTRD
Zm00001eb107080	dTRD
Zm00001eb126660	dTRD
Zm00001eb168620	dTRD
Zm00001eb313020	dTRD
Zm00001eb144560	dTRD
Zm00001eb319060	dTRD
Zm00001eb356560	dTRD
Zm00001eb134560	dTRD
Zm00001eb340320	dTRD
Zm00001eb081350	dTRD
Zm00001eb021220	dTRD
Zm00001eb162170	dTRD
Zm00001eb095050	dTRD
Zm00001eb144260	dTRD
Zm00001eb038420	dTRD
Zm00001eb178030	dTRD
Zm00001eb281580	dTRD
Zm00001eb411880	dTRD
Zm00001eb356040	dTRD
Zm00001eb330650	dTRD
Zm00001eb377000	dTRD
Zm00001eb195510	dTRD
Zm00001eb094000	dTRD
Zm00001eb042470	dTRD
Zm00001eb332140	dTRD
Zm00001eb337970	dTRD
Zm00001eb117360	dTRD
Zm00001eb197740	dTRD
Zm00001eb259100	dTRD
Zm00001eb037000	dTRD
Zm00001eb117640	dTRD
Zm00001eb104930	dTRD
Zm00001eb269560	dTRD
Zm00001eb220220	dTRD
Zm00001eb357690	dTRD
Zm00001eb077890	dTRD
Zm00001eb218580	dTRD
Zm00001eb390550	dTRD
Zm00001eb153020	dTRD
Zm00001eb149520	dTRD
Zm00001eb148300	dTRD
Zm00001eb386270	dTRD
Zm00001eb380550	dTRD
Zm00001eb180610	dTRD
Zm00001eb336320	dTRD
Zm00001eb107580	dTRD
Zm00001eb340880	dTRD
Zm00001eb293140	dTRD
Zm00001eb054330	dTRD
Zm00001eb103660	dTRD
Zm00001eb282660	dTRD
Zm00001eb289840	dTRD
Zm00001eb017140	dTRD
Zm00001eb314410	dTRD
Zm00001eb117100	dTRD
Zm00001eb213970	dTRD
Zm00001eb375660	dTRD
Zm00001eb051490	dTRD
Zm00001eb363090	dTRD
Zm00001eb008410	dTRD
Zm00001eb301580	dTRD
Zm00001eb191100	dTRD
Zm00001eb287420	dTRD
Zm00001eb301160	dTRD
Zm00001eb214900	dTRD
Zm00001eb047610	dTRD
Zm00001eb334330	dTRD
Zm00001eb361440	dTRD
Zm00001eb297350	dTRD
Zm00001eb042830	dTRD
Zm00001eb110610	dTRD
Zm00001eb212700	dTRD
Zm00001eb072830	dTRD
Zm00001eb009810	dTRD
Zm00001eb057410	dTRD
Zm00001eb214840	dTRD
Zm00001eb089420	dTRD
Zm00001eb076670	dTRD
Zm00001eb127010	dTRD
Zm00001eb220010	dTRD
Zm00001eb297280	dTRD
Zm00001eb128290	dTRD
Zm00001eb284490	dTRD
Zm00001eb299520	dTRD
Zm00001eb276120	dTRD
Zm00001eb208130	dTRD
Zm00001eb141580	dTRD
Zm00001eb411110	dTRD
Zm00001eb355420	dTRD
Zm00001eb260460	dTRD
Zm00001eb146060	dTRD
Zm00001eb061030	dTRD
Zm00001eb003090	dTRD
Zm00001eb082780	dTRD
Zm00001eb274990	dTRD
Zm00001eb388680	dTRD
Zm00001eb082770	dTRD
Zm00001eb078200	dTRD
Zm00001eb237440	dTRD
Zm00001eb169310	dTRD
Zm00001eb090370	dTRD
Zm00001eb135550	dTRD
Zm00001eb319470	dTRD
Zm00001eb258220	dTRD
Zm00001eb089000	dTRD
Zm00001eb123290	dTRD
Zm00001eb011870	dTRD
Zm00001eb423250	dTRD
Zm00001eb223740	dTRD
Zm00001eb402870	dTRD
Zm00001eb131030	dTRD
Zm00001eb082620	dTRD
Zm00001eb229120	dTRD
Zm00001eb005770	dTRD
Zm00001eb367460	dTRD
Zm00001eb013420	dTRD
Zm00001eb402910	dTRD
Zm00001eb066500	dTRD
Zm00001eb314690	dTRD
Zm00001eb225950	dTRD
Zm00001eb174520	dTRD
Zm00001eb329680	dTRD
Zm00001eb144510	dTRD
Zm00001eb173930	dTRD
Zm00001eb161800	dTRD
Zm00001eb091890	dTRD
Zm00001eb345630	dTRD
Zm00001eb018130	dTRD
Zm00001eb106600	dTRD
Zm00001eb404330	dTRD
Zm00001eb379790	dTRD
Zm00001eb258360	dTRD
Zm00001eb213280	dTRD
Zm00001eb132720	dTRD
Zm00001eb213260	dTRD
Zm00001eb056010	dTRD
Zm00001eb403330	dTRD
Zm00001eb015430	dTRD
Zm00001eb162300	dTRD
Zm00001eb009410	dTRD
Zm00001eb283470	dTRD
Zm00001eb241300	dTRD
Zm00001eb180760	dTRD
Zm00001eb031210	dTRD
Zm00001eb119340	dTRD
Zm00001eb378280	dTRD
Zm00001eb167670	dTRD
Zm00001eb131080	dTRD
Zm00001eb011760	dTRD
Zm00001eb195640	dTRD
Zm00001eb321740	dTRD
Zm00001eb325120	dTRD
Zm00001eb272970	dTRD
Zm00001eb011670	dTRD
Zm00001eb251960	dTRD
Zm00001eb425540	dTRD
Zm00001eb091470	dTRD
Zm00001eb173140	dTRD
Zm00001eb198690	dTRD
Zm00001eb318830	dTRD
Zm00001eb426210	dTRD
Zm00001eb306640	dTRD
Zm00001eb356380	dTRD
Zm00001eb297920	dTRD
Zm00001eb168480	dTRD
Zm00001eb161290	dTRD
Zm00001eb154620	dTRD
Zm00001eb326970	dTRD
Zm00001eb104630	dTRD
Zm00001eb143690	dTRD
Zm00001eb140270	dTRD
Zm00001eb152990	dTRD
Zm00001eb293760	dTRD
Zm00001eb146870	dTRD
Zm00001eb431430	dTRD
Zm00001eb069570	dTRD
Zm00001eb138840	dTRD
Zm00001eb051190	dTRD
Zm00001eb147830	dTRD
Zm00001eb183620	dTRD
Zm00001eb334350	dTRD
Zm00001eb165320	dTRD
Zm00001eb309980	dTRD
Zm00001eb240150	dTRD
Zm00001eb157370	dTRD
Zm00001eb345680	dTRD
Zm00001eb037340	dTRD
Zm00001eb214140	dTRD
Zm00001eb246690	dTRD
Zm00001eb307880	dTRD
Zm00001eb002300	dTRD
Zm00001eb231990	dTRD
Zm00001eb247080	dTRD
Zm00001eb044980	dTRD
Zm00001eb300350	dTRD
Zm00001eb134530	dTRD
Zm00001eb125450	dTRD
Zm00001eb256480	dTRD
Zm00001eb197940	dTRD
Zm00001eb015840	dTRD
Zm00001eb037520	dTRD
Zm00001eb066010	dTRD
Zm00001eb023350	dTRD
Zm00001eb057000	dTRD
Zm00001eb183610	dTRD
Zm00001eb063430	dTRD
Zm00001eb345880	dTRD
Zm00001eb083420	dTRD
Zm00001eb350710	dTRD
Zm00001eb430470	dTRD
Zm00001eb254180	dTRD
Zm00001eb370020	dTRD
Zm00001eb387450	dTRD
Zm00001eb389240	dTRD
Zm00001eb383260	dTRD
Zm00001eb025050	dTRD
Zm00001eb339220	dTRD
Zm00001eb233610	dTRD
Zm00001eb049270	dTRD
Zm00001eb221990	dTRD
Zm00001eb086280	dTRD
Zm00001eb079830	dTRD
Zm00001eb059210	dTRD
Zm00001eb411500	dTRD
Zm00001eb027750	dTRD
Zm00001eb039710	dTRD
Zm00001eb253040	dTRD
Zm00001eb022760	dTRD
Zm00001eb406080	dTRD
Zm00001eb285640	dTRD
Zm00001eb119290	dTRD
Zm00001eb232970	dTRD
Zm00001eb388080	dTRD
Zm00001eb055950	dTRD
Zm00001eb118730	dTRD
Zm00001eb025460	dTRD
Zm00001eb094330	dTRD
Zm00001eb321010	dTRD
Zm00001eb056940	dTRD
Zm00001eb000220	dTRD
Zm00001eb404670	dTRD
Zm00001eb021890	dTRD
Zm00001eb199650	dTRD
Zm00001eb427780	dTRD
Zm00001eb042640	dTRD
Zm00001eb104980	dTRD
Zm00001eb185000	dTRD
Zm00001eb287520	dTRD
Zm00001eb023840	dTRD
Zm00001eb303410	dTRD
Zm00001eb378440	dTRD
Zm00001eb192360	dTRD
Zm00001eb427850	dTRD
Zm00001eb169680	dTRD
Zm00001eb433960	dTRD
Zm00001eb286210	dTRD
Zm00001eb211520	dTRD
Zm00001eb225000	dTRD
Zm00001eb380640	dTRD
Zm00001eb300310	dTRD
Zm00001eb082830	dTRD
Zm00001eb059160	dTRD
Zm00001eb002220	dTRD
Zm00001eb405030	dTRD
Zm00001eb042960	dTRD
Zm00001eb178220	dTRD
Zm00001eb426890	dTRD
Zm00001eb079790	dTRD
Zm00001eb298190	dTRD
Zm00001eb041710	dTRD
Zm00001eb053840	dTRD
Zm00001eb321030	dTRD
Zm00001eb016630	dTRD
Zm00001eb297400	dTRD
Zm00001eb185250	dTRD
Zm00001eb257640	dTRD
Zm00001eb275050	dTRD
Zm00001eb320520	dTRD
Zm00001eb009730	dTRD
Zm00001eb024700	dTRD
Zm00001eb174560	dTRD
Zm00001eb035010	dTRD
Zm00001eb005920	dTRD
Zm00001eb056810	dTRD
Zm00001eb118970	dTRD
Zm00001eb170950	dTRD
Zm00001eb112180	dTRD
Zm00001eb277160	dTRD
Zm00001eb424840	dTRD
Zm00001eb076220	dTRD
Zm00001eb174410	dTRD
Zm00001eb024580	dTRD
Zm00001eb063870	dTRD
Zm00001eb170810	dTRD
Zm00001eb403460	dTRD
Zm00001eb091850	dTRD
Zm00001eb153030	dTRD
Zm00001eb073740	dTRD
Zm00001eb240790	dTRD
Zm00001eb164080	dTRD
Zm00001eb089380	dTRD
Zm00001eb407120	dTRD
Zm00001eb012660	dTRD
Zm00001eb177560	dTRD
Zm00001eb357830	dTRD
Zm00001eb181270	dTRD
Zm00001eb288530	dTRD
Zm00001eb334880	dTRD
Zm00001eb183800	dTRD
Zm00001eb168200	dTRD
Zm00001eb346140	dTRD
Zm00001eb363610	dTRD
Zm00001eb311650	dTRD
Zm00001eb016610	dTRD
Zm00001eb323120	dTRD
Zm00001eb242330	dTRD
Zm00001eb231170	dTRD
Zm00001eb210360	dTRD
Zm00001eb414830	dTRD
Zm00001eb402060	dTRD
Zm00001eb168520	dTRD
Zm00001eb354200	dTRD
Zm00001eb127860	dTRD
Zm00001eb098860	dTRD
Zm00001eb013010	dTRD
Zm00001eb351010	dTRD
Zm00001eb421800	dTRD
Zm00001eb243700	dTRD
Zm00001eb049890	dTRD
Zm00001eb020020	dTRD
Zm00001eb090170	dTRD
Zm00001eb326920	dTRD
Zm00001eb232020	dTRD
Zm00001eb031330	dTRD
Zm00001eb366330	dTRD
Zm00001eb015390	dTRD
Zm00001eb191130	dTRD
Zm00001eb250580	dTRD
Zm00001eb004710	dTRD
Zm00001eb035260	dTRD
Zm00001eb100920	dTRD
Zm00001eb415580	dTRD
Zm00001eb002260	dTRD
Zm00001eb287590	dTRD
Zm00001eb388460	dTRD
Zm00001eb378590	dTRD
Zm00001eb169930	dTRD
Zm00001eb043330	dTRD
Zm00001eb122160	dTRD
Zm00001eb388270	dTRD
Zm00001eb142510	dTRD
Zm00001eb084530	dTRD
Zm00001eb226870	dTRD
Zm00001eb082890	dTRD
Zm00001eb433800	dTRD
Zm00001eb075060	dTRD
Zm00001eb260510	dTRD
Zm00001eb316700	dTRD
Zm00001eb363890	dTRD
Zm00001eb160760	dTRD
Zm00001eb007820	dTRD
Zm00001eb340490	dTRD
Zm00001eb054160	dTRD
Zm00001eb257060	dTRD
Zm00001eb040320	dTRD
Zm00001eb311740	dTRD
Zm00001eb082590	dTRD
Zm00001eb104570	dTRD
Zm00001eb239580	dTRD
Zm00001eb410930	dTRD
Zm00001eb321200	dTRD
Zm00001eb236380	dTRD
Zm00001eb082910	dTRD
Zm00001eb241870	dTRD
Zm00001eb261860	dTRD
Zm00001eb151900	dTRD
Zm00001eb126560	dTRD
Zm00001eb246670	dTRD
Zm00001eb191080	dTRD
Zm00001eb007570	dTRD
Zm00001eb259890	dTRD
Zm00001eb211370	dTRD
Zm00001eb374660	dTRD
Zm00001eb118520	dTRD
Zm00001eb186470	dTRD
Zm00001eb045710	dTRD
Zm00001eb031860	dTRD
Zm00001eb224240	dTRD
Zm00001eb209810	dTRD
Zm00001eb204300	dTRD
Zm00001eb100450	dTRD
Zm00001eb164560	dTRD
Zm00001eb397240	dTRD
Zm00001eb082970	dTRD
Zm00001eb321140	dTRD
Zm00001eb002490	dTRD
Zm00001eb015850	dTRD
Zm00001eb259030	dTRD
Zm00001eb122180	dTRD
Zm00001eb065920	dTRD
Zm00001eb247580	dTRD
Zm00001eb414520	dTRD
Zm00001eb132240	dTRD
Zm00001eb269440	dTRD
Zm00001eb400760	dTRD
Zm00001eb318920	dTRD
Zm00001eb113360	dTRD
Zm00001eb055640	dTRD
Zm00001eb328680	dTRD
Zm00001eb006620	dTRD
Zm00001eb411230	dTRD
Zm00001eb139430	dTRD
Zm00001eb353700	dTRD
Zm00001eb094770	dTRD
Zm00001eb145760	dTRD
Zm00001eb170980	dTRD
Zm00001eb206710	dTRD
Zm00001eb320560	dTRD
Zm00001eb092830	dTRD
Zm00001eb230910	dTRD
Zm00001eb093950	dTRD
Zm00001eb129350	dTRD
Zm00001eb349390	dTRD
Zm00001eb056850	dTRD
Zm00001eb045660	dTRD
Zm00001eb363910	dTRD
Zm00001eb351980	dTRD
Zm00001eb292970	dTRD
Zm00001eb110390	dTRD
Zm00001eb145100	dTRD
Zm00001eb432320	dTRD
Zm00001eb330350	dTRD
Zm00001eb252400	dTRD
Zm00001eb215810	dTRD
Zm00001eb417320	dTRD
Zm00001eb056080	dTRD
Zm00001eb289210	dTRD
Zm00001eb301250	dTRD
Zm00001eb114330	dTRD
Zm00001eb308660	dTRD
Zm00001eb171000	dTRD
Zm00001eb218220	dTRD
Zm00001eb386130	dTRD
Zm00001eb269840	dTRD
Zm00001eb128530	dTRD
Zm00001eb293800	dTRD
Zm00001eb137880	dTRD
Zm00001eb408670	dTRD
Zm00001eb132880	dTRD
Zm00001eb151920	dTRD
Zm00001eb334790	dTRD
Zm00001eb104290	dTRD
Zm00001eb256880	dTRD
Zm00001eb302200	dTRD
Zm00001eb429270	dTRD
Zm00001eb200350	dTRD
Zm00001eb025710	dTRD
Zm00001eb324830	dTRD
Zm00001eb429030	dTRD
Zm00001eb073330	dTRD
Zm00001eb392810	dTRD
Zm00001eb120010	dTRD
Zm00001eb215850	dTRD
Zm00001eb025190	dTRD
Zm00001eb370830	dTRD
Zm00001eb382460	dTRD
Zm00001eb255580	dTRD
Zm00001eb237500	dTRD
Zm00001eb303250	dTRD
Zm00001eb286660	dTRD
Zm00001eb299750	dTRD
Zm00001eb284910	dTRD
Zm00001eb237460	dTRD
Zm00001eb050770	dTRD
Zm00001eb109820	dTRD
Zm00001eb159380	dTRD
Zm00001eb154090	dTRD
Zm00001eb422420	dTRD
Zm00001eb089220	dTRD
Zm00001eb285130	dTRD
Zm00001eb233390	dTRD
Zm00001eb291090	dTRD
Zm00001eb282210	dTRD
Zm00001eb123570	dTRD
Zm00001eb158210	dTRD
Zm00001eb397010	dTRD
Zm00001eb199640	dTRD
Zm00001eb246410	dTRD
Zm00001eb270110	dTRD
Zm00001eb087500	dTRD
Zm00001eb073040	dTRD
Zm00001eb311690	dTRD
Zm00001eb282260	dTRD
Zm00001eb238560	dTRD
Zm00001eb328610	dTRD
Zm00001eb349370	dTRD
Zm00001eb154370	dTRD
Zm00001eb174380	dTRD
Zm00001eb424620	dTRD
Zm00001eb040430	dTRD
Zm00001eb185500	dTRD
Zm00001eb095460	dTRD
Zm00001eb350030	dTRD
Zm00001eb154520	dTRD
Zm00001eb239550	dTRD
Zm00001eb090870	dTRD
Zm00001eb350000	dTRD
Zm00001eb154490	dTRD
Zm00001eb285890	dTRD
Zm00001eb137080	dTRD
Zm00001eb169830	dTRD
Zm00001eb143650	dTRD
Zm00001eb337600	dTRD
Zm00001eb312280	dTRD
Zm00001eb043310	dTRD
Zm00001eb203190	dTRD
Zm00001eb015680	dTRD
Zm00001eb257610	dTRD
Zm00001eb015770	dTRD
Zm00001eb146490	dTRD
Zm00001eb367890	dTRD
Zm00001eb346020	dTRD
Zm00001eb353980	dTRD
Zm00001eb206740	dTRD
Zm00001eb073360	dTRD
Zm00001eb357260	dTRD
Zm00001eb066260	dTRD
Zm00001eb419170	dTRD
Zm00001eb099770	dTRD
Zm00001eb092850	dTRD
Zm00001eb068440	dTRD
Zm00001eb361320	dTRD
Zm00001eb325180	dTRD
Zm00001eb311910	dTRD
Zm00001eb333050	dTRD
Zm00001eb148620	dTRD
Zm00001eb009890	dTRD
Zm00001eb051620	dTRD
Zm00001eb068120	dTRD
Zm00001eb043930	dTRD
Zm00001eb230120	dTRD
Zm00001eb014760	dTRD
Zm00001eb319090	dTRD
Zm00001eb334290	dTRD
Zm00001eb149720	dTRD
Zm00001eb320680	dTRD
Zm00001eb324970	dTRD
Zm00001eb056540	dTRD
Zm00001eb359210	dTRD
Zm00001eb149460	dTRD
Zm00001eb016570	dTRD
Zm00001eb194240	dTRD
Zm00001eb380650	dTRD
Zm00001eb163510	dTRD
Zm00001eb301380	dTRD
Zm00001eb287560	dTRD
Zm00001eb321920	dTRD
Zm00001eb155190	dTRD
Zm00001eb416400	dTRD
Zm00001eb258240	dTRD
Zm00001eb306900	dTRD
Zm00001eb172740	dTRD
Zm00001eb352690	dTRD
Zm00001eb349730	dTRD
Zm00001eb119940	dTRD
Zm00001eb004790	dTRD
Zm00001eb183150	dTRD
Zm00001eb353840	dTRD
Zm00001eb412670	dTRD
Zm00001eb004660	dTRD
Zm00001eb200320	dTRD
Zm00001eb060090	dTRD
Zm00001eb241930	dTRD
Zm00001eb380500	dTRD
Zm00001eb047770	dTRD
Zm00001eb082170	dTRD
Zm00001eb300280	dTRD
Zm00001eb026810	dTRD
Zm00001eb090590	dTRD
Zm00001eb325610	dTRD
Zm00001eb213300	dTRD
Zm00001eb218810	dTRD
Zm00001eb154780	dTRD
Zm00001eb126930	dTRD
Zm00001eb299860	dTRD
Zm00001eb164280	dTRD
Zm00001eb338090	dTRD
Zm00001eb224740	dTRD
Zm00001eb011000	dTRD
Zm00001eb433900	dTRD
Zm00001eb073420	dTRD
Zm00001eb220610	dTRD
Zm00001eb011840	dTRD
Zm00001eb252040	dTRD
Zm00001eb082790	dTRD
Zm00001eb293540	dTRD
Zm00001eb121370	dTRD
Zm00001eb346830	dTRD
Zm00001eb078780	dTRD
Zm00001eb127030	dTRD
Zm00001eb064750	dTRD
Zm00001eb082500	dTRD
Zm00001eb267290	dTRD
Zm00001eb151590	dTRD
Zm00001eb432950	dTRD
Zm00001eb244170	dTRD
Zm00001eb040280	dTRD
Zm00001eb353970	dTRD
Zm00001eb341570	dTRD
Zm00001eb360080	dTRD
Zm00001eb274060	dTRD
Zm00001eb330230	dTRD
Zm00001eb306800	dTRD
Zm00001eb027940	dTRD
Zm00001eb067380	dTRD
Zm00001eb226150	dTRD
Zm00001eb418230	dTRD
Zm00001eb302780	dTRD
Zm00001eb326940	dTRD
Zm00001eb024460	dTRD
Zm00001eb207250	dTRD
Zm00001eb082540	dTRD
Zm00001eb152160	dTRD
Zm00001eb418030	dTRD
Zm00001eb064530	dTRD
Zm00001eb299320	dTRD
Zm00001eb084750	dTRD
Zm00001eb144280	dTRD
Zm00001eb037150	dTRD
Zm00001eb131290	dTRD
Zm00001eb020870	dTRD
Zm00001eb229000	dTRD
Zm00001eb408640	dTRD
Zm00001eb169920	dTRD
Zm00001eb090510	dTRD
Zm00001eb045680	dTRD
Zm00001eb272880	dTRD
Zm00001eb197710	dTRD
Zm00001eb006100	dTRD
Zm00001eb048360	dTRD
Zm00001eb234810	dTRD
Zm00001eb203030	dTRD
Zm00001eb087100	dTRD
Zm00001eb168830	dTRD
Zm00001eb292280	dTRD
Zm00001eb147840	dTRD
Zm00001eb275910	dTRD
Zm00001eb159460	dTRD
Zm00001eb123060	dTRD
Zm00001eb065900	dTRD
Zm00001eb281620	dTRD
Zm00001eb260260	dTRD
Zm00001eb064170	dTRD
Zm00001eb327850	dTRD
Zm00001eb346490	dTRD
Zm00001eb400240	dTRD
Zm00001eb168090	dTRD
Zm00001eb253110	dTRD
Zm00001eb064620	dTRD
Zm00001eb318170	dTRD
Zm00001eb140470	dTRD
Zm00001eb434580	dTRD
Zm00001eb313890	dTRD
Zm00001eb434400	dTRD
Zm00001eb330170	dTRD
Zm00001eb197170	dTRD
Zm00001eb347800	dTRD
Zm00001eb213100	dTRD
Zm00001eb271830	dTRD
Zm00001eb332610	dTRD
Zm00001eb320540	dTRD
Zm00001eb057840	dTRD
Zm00001eb297770	dTRD
Zm00001eb260710	dTRD
Zm00001eb050040	dTRD
Zm00001eb384000	dTRD
Zm00001eb429390	dTRD
Zm00001eb290330	dTRD
Zm00001eb007310	dTRD
Zm00001eb308530	dTRD
Zm00001eb224040	dTRD
Zm00001eb041500	dTRD
Zm00001eb157140	dTRD
Zm00001eb230480	dTRD
Zm00001eb224220	dTRD
Zm00001eb175960	dTRD
Zm00001eb088070	dTRD
Zm00001eb419870	dTRD
Zm00001eb257750	dTRD
Zm00001eb057960	dTRD
Zm00001eb421820	dTRD
Zm00001eb176740	dTRD
Zm00001eb419370	dTRD
Zm00001eb200540	dTRD
Zm00001eb237860	dTRD
Zm00001eb211650	dTRD
Zm00001eb393650	dTRD
Zm00001eb260840	dTRD
Zm00001eb419530	dTRD
Zm00001eb379210	dTRD
Zm00001eb417030	dTRD
Zm00001eb243170	dTRD
Zm00001eb229500	dTRD
Zm00001eb037560	dTRD
Zm00001eb058540	dTRD
Zm00001eb278070	dTRD
Zm00001eb259460	dTRD
Zm00001eb367910	dTRD
Zm00001eb195080	dTRD
Zm00001eb287170	dTRD
Zm00001eb089740	dTRD
Zm00001eb184320	dTRD
Zm00001eb254380	dTRD
Zm00001eb276420	dTRD
Zm00001eb370150	dTRD
Zm00001eb065450	dTRD
Zm00001eb352940	dTRD
Zm00001eb217740	dTRD
Zm00001eb149590	dTRD
Zm00001eb145380	dTRD
Zm00001eb223800	dTRD
Zm00001eb020710	dTRD
Zm00001eb094570	dTRD
Zm00001eb280500	dTRD
Zm00001eb125540	dTRD
Zm00001eb257410	dTRD
Zm00001eb324850	dTRD
Zm00001eb249530	dTRD
Zm00001eb257910	dTRD
Zm00001eb370510	dTRD
Zm00001eb261380	dTRD
Zm00001eb324810	dTRD
Zm00001eb384290	dTRD
Zm00001eb213920	dTRD
Zm00001eb300770	dTRD
Zm00001eb277550	dTRD
Zm00001eb239510	dTRD
Zm00001eb164270	dTRD
Zm00001eb391070	dTRD
Zm00001eb168640	dTRD
Zm00001eb045900	dTRD
Zm00001eb129030	dTRD
Zm00001eb353760	dTRD
Zm00001eb293890	dTRD
Zm00001eb278420	dTRD
Zm00001eb274370	dTRD
Zm00001eb121000	dTRD
Zm00001eb119240	dTRD
Zm00001eb203600	dTRD
Zm00001eb018290	dTRD
Zm00001eb218710	dTRD
Zm00001eb226030	dTRD
Zm00001eb256470	dTRD
Zm00001eb321060	dTRD
Zm00001eb078640	dTRD
Zm00001eb252090	dTRD
Zm00001eb067700	dTRD
Zm00001eb324180	dTRD
Zm00001eb121010	dTRD
Zm00001eb200500	dTRD
Zm00001eb096170	dTRD
Zm00001eb148610	dTRD
Zm00001eb094210	dTRD
Zm00001eb080940	dTRD
Zm00001eb189920	dTRD
Zm00001eb380260	dTRD
Zm00001eb277100	dTRD
Zm00001eb310670	dTRD
Zm00001eb346980	dTRD
Zm00001eb410370	dTRD
Zm00001eb001800	dTRD
Zm00001eb105520	dTRD
Zm00001eb311540	dTRD
Zm00001eb251310	dTRD
Zm00001eb431740	dTRD
Zm00001eb069130	dTRD
Zm00001eb128200	dTRD
Zm00001eb434550	dTRD
Zm00001eb286950	dTRD
Zm00001eb343070	dTRD
Zm00001eb345400	dTRD
Zm00001eb205610	dTRD
Zm00001eb300010	dTRD
Zm00001eb107770	dTRD
Zm00001eb235420	dTRD
Zm00001eb433370	dTRD
Zm00001eb124440	dTRD
Zm00001eb260580	dTRD
Zm00001eb285690	dTRD
Zm00001eb288350	dTRD
Zm00001eb357640	dTRD
Zm00001eb346540	dTRD
Zm00001eb162530	dTRD
Zm00001eb411070	dTRD
Zm00001eb320670	dTRD
Zm00001eb295110	dTRD
Zm00001eb293410	dTRD
Zm00001eb185610	dTRD
Zm00001eb056510	dTRD
Zm00001eb258770	dTRD
Zm00001eb138700	dTRD
Zm00001eb241170	dTRD
Zm00001eb035750	dTRD
Zm00001eb208200	dTRD
Zm00001eb364200	dTRD
Zm00001eb428740	dTRD
Zm00001eb330720	dTRD
Zm00001eb013040	dTRD
Zm00001eb324410	dTRD
Zm00001eb168070	dTRD
Zm00001eb353860	dTRD
Zm00001eb261680	dTRD
Zm00001eb301130	dTRD
Zm00001eb143450	dTRD
Zm00001eb075800	dTRD
Zm00001eb242070	dTRD
Zm00001eb167910	dTRD
Zm00001eb192640	dTRD
Zm00001eb254560	dTRD
Zm00001eb198000	dTRD
Zm00001eb168040	dTRD
Zm00001eb119030	dTRD
Zm00001eb237570	dTRD
Zm00001eb152480	dTRD
Zm00001eb062230	dTRD
Zm00001eb037540	dTRD
Zm00001eb433620	dTRD
Zm00001eb265480	dTRD
Zm00001eb339470	dTRD
Zm00001eb076900	dTRD
Zm00001eb024060	dTRD
Zm00001eb022360	dTRD
Zm00001eb413660	dTRD
Zm00001eb372160	dTRD
Zm00001eb304790	dTRD
Zm00001eb087600	dTRD
Zm00001eb076750	dTRD
Zm00001eb319000	dTRD
Zm00001eb072870	dTRD
Zm00001eb424060	dTRD
Zm00001eb038710	dTRD
Zm00001eb003280	dTRD
Zm00001eb001310	dTRD
Zm00001eb001330	dTRD
Zm00001eb257230	dTRD
Zm00001eb255250	dTRD
Zm00001eb419090	dTRD
Zm00001eb223280	dTRD
Zm00001eb348520	dTRD
Zm00001eb266490	dTRD
Zm00001eb256150	dTRD
Zm00001eb284330	dTRD
Zm00001eb319610	dTRD
Zm00001eb349130	dTRD
Zm00001eb231810	dTRD
Zm00001eb108550	dTRD
Zm00001eb191090	dTRD
Zm00001eb362870	dTRD
Zm00001eb144770	dTRD
Zm00001eb356760	dTRD
Zm00001eb021280	dTRD
Zm00001eb204720	dTRD
Zm00001eb282800	dTRD
Zm00001eb323290	dTRD
Zm00001eb038810	dTRD
Zm00001eb115350	dTRD
Zm00001eb048260	dTRD
Zm00001eb199000	dTRD
Zm00001eb385400	dTRD
Zm00001eb025970	dTRD
Zm00001eb047150	dTRD
Zm00001eb126380	dTRD
Zm00001eb218210	dTRD
Zm00001eb418110	dTRD
Zm00001eb229050	dTRD
Zm00001eb280460	dTRD
Zm00001eb432460	dTRD
Zm00001eb067800	dTRD
Zm00001eb170340	dTRD
Zm00001eb206610	dTRD
Zm00001eb371710	dTRD
Zm00001eb322360	dTRD
Zm00001eb125690	dTRD
Zm00001eb086940	dTRD
Zm00001eb053180	dTRD
Zm00001eb021320	dTRD
Zm00001eb086150	dTRD
Zm00001eb279680	dTRD
Zm00001eb316640	dTRD
Zm00001eb396090	dTRD
Zm00001eb128010	dTRD
Zm00001eb372660	dTRD
Zm00001eb195880	dTRD
Zm00001eb069610	dTRD
Zm00001eb386640	dTRD
Zm00001eb163480	dTRD
Zm00001eb190080	dTRD
Zm00001eb265350	dTRD
Zm00001eb069640	dTRD
Zm00001eb394310	dTRD
Zm00001eb169510	dTRD
Zm00001eb030470	dTRD
Zm00001eb066270	dTRD
Zm00001eb008860	dTRD
Zm00001eb262720	dTRD
Zm00001eb306520	dTRD
Zm00001eb177490	dTRD
Zm00001eb008870	dTRD
Zm00001eb332730	dTRD
Zm00001eb380360	dTRD
Zm00001eb380070	dTRD
Zm00001eb350220	dTRD
Zm00001eb394810	dTRD
Zm00001eb012400	dTRD
Zm00001eb099730	dTRD
Zm00001eb203020	dTRD
Zm00001eb285830	dTRD
